transcript_id,LNCaP_DHT_RNA_rep1,LNCaP_DHT_RNA_rep2,LNCaP_Veh_RNA_rep1,LNCaP_Veh_RNA_rep2
NM_001206947,103,144,150,112
NM_001171631,163,9,348,274
NM_001206945,20,19,39,51
NR_104314_2,29,60,40,45
NM_001100122,2,1,1,19
NM_001100121,0,0,0,0
NM_001100120,0,0,0,0
NM_001286342,0,0,0,0
NM_001160300,52,18,0,24
NR_033441,15,8284,0,8281
NM_001146078,0,0,0,0
NM_006073,0,12,16,0
NM_001277077,0,0,21,19
NM_001142349,0,0,0,0
NM_001142348,0,3,0,2
NM_001142345,0,0,0,0
NM_001142344,0,0,0,0
NM_001142343,0,0,0,0
NM_001158,97,89,102,108
NR_024225_9,0,0,0,0
NM_004308,2216,2262,1715,1871
NM_004309,7557,7291,5610,5492
NR_024225_2,0,0,0,0
NR_024225_3,0,0,0,0
NM_001150,0,0,0,0
NM_004307,5127,6656,5980,6062
NM_001156,19762,19031,31718,32071
NM_001157,712,679,500,911
NM_004302,2039,5910,1257,5636
NR_024225_5,0,0,0,0
NM_006598_2,3932,3736,3370,3419
NR_030386_2,69,64,47,50
NR_024242_10,0,0,0,0
NM_032470_6,0,0,1,1
NM_001256339,804,788,186,177
NM_001032410,454,349,612,352
NM_006217,0,0,0,0
NM_020063,0,0,0,0
NM_020062,2114,2099,1507,1595
NM_020061,0,0,0,0
NM_001146319,37,0,0,0
NM_020066,0,0,0,0
NM_020064,6,0,0,0
NM_001146312,0,7,0,0
NM_020069,0,15,0,0
NM_001146316,7,6,5,11
NM_001146314,1930,2483,1708,1773
NM_181093,3046,3474,3971,240
NM_024980,345,351,260,235
NM_001037164,185,167,140,202
NM_001037165,9240,9081,8700,8669
NM_001037162,0,0,0,0
NM_024989,3925,3831,3606,3717
NM_001037160,10,4,0,15
NM_001037161,3159,3049,3003,3013
NM_001289107,253,152,83,71
NR_024052,296,263,338,314
NM_001284357,57,55,35,21
NR_024050,0,0,0,0
NM_001289103,2164,621,2119,807
NM_001289102,67,230,36,223
NM_001284353,12,11,47,18
NM_001284352,0,949,11,122
NR_024059,165,171,222,274
NR_024058,4940,6558,5786,5782
NM_001284358,0,0,0,0
NM_001289109,10,22,0,0
NM_001289108,848,841,1217,1391
NM_202003,943,907,774,737
NM_202002,357,618,561,1564
NM_202001,1043,981,1136,1229
NM_202000,108,200,214,279
NM_202004,0,0,0,0
NM_001079874,79,63,99,112
NM_198896,23991,23934,22886,22839
NM_198897,4279,3762,3405,3582
NM_198892,3396,3107,3130,3562
NM_198893,0,0,0,1170
NM_198890,156,12,20,165
NM_005323,394,295,331,346
NM_198333,0,0,0,0
NM_001143804,37,34,11,17
NM_001310462,0,0,0,0
NM_139176_2,0,0,0,0
NM_181622,0,0,0,0
NM_004038_3,0,0,0,0
NM_004038_2,0,0,0,0
NR_103502_2,0,0,0,0
NR_103502_3,0,0,0,0
NM_001177701,1536,1652,1622,1376
NM_015868_18,0,0,0,0
NM_015868_19,0,0,0,0
NM_181621,0,0,0,0
NM_152592,812,875,689,816
NM_015868_17,0,0,0,0
NM_015868_12,0,0,0,0
NM_015868_13,0,0,0,0
NM_181620,0,0,0,0
NM_198990_2,0,0,0,0
NM_001114980,0,0,0,0
NM_015868_11,0,0,0,0
NR_033353_8,9,8,9,8
NR_033353_9,0,0,0,0
NR_033353_4,8,7,7,7
NR_033353_5,0,0,0,0
NR_033353_6,0,0,0,0
NM_022968_4,73,85,91,62
NM_022968_3,8,7,5,48
NM_022968_2,82,89,103,111
NR_033353_2,9,8,9,7
NR_033353_3,0,0,0,0
NM_207414,0,0,0,0
NM_001114981,0,0,0,0
NM_018280,378,327,237,226
NR_026901_3,63,59,54,59
NR_026901_2,23,25,24,22
NM_001114982,0,0,0,0
NM_001171192,39,47,51,0
NM_018284,147,123,156,144
NM_080686_2,1958,2058,1690,1860
NM_080686_3,2120,2345,1674,1758
NM_080686_4,2229,2619,1838,1902
NM_001171197,0,0,0,0
NM_080686_6,2064,2171,1768,1878
NM_015677,0,0,19,0
NM_001100909,0,0,0,0
NR_026548,40,41,0,51
NR_026543,0,0,0,0
NR_026542,0,0,0,3
NR_026541,10,15,15,15
NM_018287,1533,1740,3851,3896
NR_026547,8,13,42,7
NR_026546,0,0,0,0
NR_026545,1318,1461,1420,1449
NR_026544,26,9,20,21
NM_001143757,422,70,440,289
NM_001143759,210,338,131,157
NM_001143758,3,4,8,4
NM_001177704,0,0,0,0
NM_015679,9018,8846,9004,9366
NM_001286220,61,0,0,0
NM_181624,0,0,0,0
NM_014070,0,0,0,0
NM_001286229,189,114,76,75
NM_001146336,0,0,0,0
NM_001098409_5,19,26,28,18
NR_103544,0,0,0,0
NM_001153552,75,85,109,97
NM_001204408,100,195,143,101
NM_022551_2,53266,51782,46135,46853
NM_001204401,8740,6893,5723,6023
NM_001204403,94155,119021,92946,100375
NM_001204402,395,498,320,214
NR_003144,27,33,21,26
NM_001204406,0,0,0,0
NR_110556,0,0,0,0
NR_110557,0,0,0,0
NR_110554,357,355,357,366
NR_110555,1522,1481,1197,1468
NR_110552,0,2,0,0
NR_110553,225,229,163,198
NR_110550,131,156,138,143
NR_110551,11,22,5,13
NM_001098409_6,30,37,35,28
NR_110558,0,0,0,0
NM_152219,2716,2772,2312,2529
NR_125848,11,13,30,0
NM_022551_4,51018,49992,43448,45303
NM_002523,208,172,163,181
NM_001079533_2,0,0,2,0
NM_001278320,0,0,0,0
NR_125849,6,0,4,6
NM_130463_3,27,25,7,8
NM_205837,0,0,0,0
NM_022036,1151,1169,1029,1126
NM_022037,3923,4157,4074,4136
NM_022034,0,0,0,0
NM_130463_6,7,23,7,7
NM_001111020,16259,15347,11381,13944
NM_022039,3324,3020,2898,2968
NM_152638,0,0,2,0
NM_001098728_5,77,67,48,74
NR_027638,1831,1804,1285,734
NR_027639,8334,9130,10572,7864
NR_003148,2456,2349,2195,2374
NR_027632,2512,2442,2163,2102
NR_027633,1795,1736,1751,1890
NR_046637,0,0,0,0
NR_003149,10642,19338,21532,21950
NR_027634,990,976,864,822
NR_027635,1434,1161,1108,102
NM_020892,5,0,167,188
NM_020893,8,0,0,0
NM_020890,2830,2855,2649,2831
NM_001142801,0,0,0,0
NM_020896,3006,3416,3634,3749
NM_020897,116,110,54,97
NM_020894,5374,5469,5102,5067
NM_020895,1575,1710,1689,1634
NM_020898,7255,7225,9055,9190
NM_020899,4299,3441,3102,1341
NM_207413,0,0,0,0
NM_001302545,954,954,831,889
NM_172209_5,24,15,21,12
NM_181847,791,602,1168,1090
NM_181846,2056,2107,1986,1994
NM_181845,1922,1830,1825,1787
NM_181844,17,0,20,14
NM_181843,122,116,83,122
NM_181842,93,88,88,84
NM_212533,33,196,96,151
NR_023391,129,133,101,114
NR_023390,1427,1461,1451,1452
NR_023392,23956,23637,22758,23209
NM_058190,1001,948,783,812
NM_058192,943,917,773,801
NM_058195,894,829,695,748
NR_046635,113,113,93,98
NM_058197,8,7,20,20
NM_205864,0,0,0,0
NM_015949,3091,3009,2650,2547
NM_205860,172,206,118,182
NM_205861,1818,955,1848,1112
NM_205862,1,0,7,9
NM_205863,1096,243,355,173
NR_104096_4,0,0,0,0
NR_103542,3,6,3,5
NM_001276471,4,231,33,0
NM_205833,4,7,0,4
NM_003396_2,5,5,6,6
NM_030628,3644,3442,3148,3347
NM_030629,33,29,7,12
NM_030624,8090,7918,7510,7568
NM_030625,3682,3488,3119,3081
NM_030626,1580,1796,1476,1668
NM_030627,592,599,10013,9869
NM_030621,21835,16100,17190,16976
NM_030622,28,27,20,19
NM_030623,0,0,0,0
NM_001261817,0,0,0,0
NM_001261816,61,0,37,55
NR_046633,7,8,7,0
NM_177455,186,189,161,164
NM_001261819,0,0,0,0
NM_001261818,0,0,0,0
NM_001276479,8013,4601,1648,10302
NM_001270841,0,0,0,4
NM_207644,147,142,136,151
NM_015945,239,247,350,279
NR_046632,0,0,0,0
NM_001313994_2,12,8,6,4
NM_021079,6514,6485,6241,6467
NM_021078,3546,3535,3399,3520
NM_021073,11,14,6,0
NM_021072,0,0,0,0
NM_021071,7,4,0,3
NM_021070,2031,1577,1039,1928
NM_021077,88,85,50,64
NM_021076,8,3,5,6
NM_021075,8059,8287,7725,7768
NM_021074,31239,30766,31397,31689
NR_111964_2,0,0,0,0
NR_026717_6,161,162,159,161
NR_026717_7,237,231,239,232
NR_026717_4,234,236,236,231
NR_026717_5,239,237,242,234
NR_026717_2,27,24,23,26
NR_026717_3,165,161,163,162
NM_172209_3,18,23,26,21
NM_052967_5,0,0,0,0
NM_201525,2,2,14,2
NM_201524,0,0,0,0
NM_201526,0,0,0,0
NM_201521,3459,3593,1982,2500
NM_201520,541,473,455,457
NM_201523,375,94,156,70
NM_201522,791,603,1464,1179
NM_144585,0,0,0,0
NM_133274,0,0,0,0
NM_133277,0,0,0,0
NM_133271,0,0,0,0
NM_133273,0,0,0,0
NM_133272,0,0,0,0
NR_024559,0,0,0,0
NM_003309,65668,64296,59674,61355
NM_175922,2,2,2,2
NM_001193600,592,657,476,484
NM_175920,611,840,530,328
NR_024552,54,0,0,0
NM_003304,329,345,0,0
NM_003307,0,777,0,0
NM_003306,0,0,0,0
NM_003301,0,0,0,0
NM_003300,940,1088,1113,1376
NM_175929,0,0,0,0
NM_001193609,318,268,1513,549
NM_001042533,3590,4051,2099,5450
NM_001042532,0,0,0,0
NM_001042535,49,32,41,0
NR_121576,0,0,0,0
NM_001042537,4748,3844,4832,3490
NM_001042536,0,0,0,0
NM_001042539,8645,7633,4090,4360
NR_046774,0,0,0,0
NR_103548,11,14,0,14
NM_001244008,6593,6409,5635,5782
NR_037840,0,3,4,11
NR_033742,2,6,1,1
NM_144691,51,61,53,53
NM_144690,1207,1208,1025,1144
NM_144693,5847,5785,5256,5452
NM_153443_3,0,0,0,0
NM_144695,30485,30972,29000,28900
NM_144694,1950,2328,2003,1761
NM_144697,443,326,277,249
NM_144696,123,110,190,205
NM_144699,0,12,0,0
NM_144698,10,10,4,9
NR_033740,0,0,0,0
NM_016603,13660,12628,5462,12160
NM_001293562,288,86,273,103
NM_001282171_15,0,0,0,0
NM_001282171_14,0,0,0,0
NM_001282171_17,0,0,0,0
NM_020309,0,0,5,0
NM_001282171_11,0,0,0,0
NM_001282171_10,0,0,0,0
NM_001282171_13,0,0,0,0
NR_001540_2,0,0,0,0
NM_020300,4359,4156,5234,3256
NM_001282171_19,0,0,0,0
NM_020307,6095,6126,6224,6350
NM_001166220,0,0,0,0
NM_002314,2596,2383,2210,2146
NM_001079802,9325,6617,6804,7601
NM_002317,147,145,118,100
NM_019596_2,0,0,0,0
NM_001242332_8,0,0,0,0
NM_001242332_4,0,0,0,0
NM_001242332_5,0,0,0,0
NM_001242332_6,0,0,0,0
NM_001242332_7,0,0,0,0
NM_001281728,453,368,428,462
NM_001130860,44,47,75,69
NM_001242332_2,0,0,0,0
NM_001242332_3,0,0,0,0
NM_001040114_2,0,0,18,14
NR_027411_4,0,0,0,0
NM_001166226,3944,1071,1608,1192
NM_001278458,104,30,24,80
NM_001199917,265,352,113,436
NM_001278451,0,0,0,0
NM_001278453,0,0,0,0
NM_001278452,0,0,0,0
NR_031577,0,0,0,0
NM_001039127,0,0,1,1
NM_001303443,36,49,50,67
NM_022550,293,297,227,201
NM_198596,1,0,0,0
NM_001206929_7,0,1,2,3
NM_001303441,218,192,155,237
NM_001303440,105,143,135,115
NM_001302461,0,0,0,0
NM_080679_6,0,0,0,0
NM_001303447,1695,5,2204,6
NM_001146182_2,2,0,0,0
NM_080679_5,0,1,0,0
NM_080679_2,0,0,0,0
NM_080679_3,0,1,0,0
NM_016604,38396,37075,34322,35940
NR_036142_6,0,1,0,0
NM_198590,433,540,421,416
NM_001025194,0,0,0,0
NM_001025195,0,0,0,0
NM_001025197,0,0,0,0
NM_001190980,510,482,348,387
NM_001025199,0,0,0,0
NM_001190983,492,814,854,700
NR_105035,5071,4757,4721,4795
NM_001190986,69,100,0,119
NM_001190987,15452,12187,12176,11731
NM_016605,22460,22245,18967,19627
NM_032578,0,0,0,0
NM_032579,0,0,0,0
NR_105033,107,72,68,96
NM_032574,10472,10572,10847,11269
NM_032575,86,112,85,97
NM_032572,0,2,12,17
NM_014287_2,17224,17192,16963,17201
NM_032571,0,0,0,0
NM_033625,10615,9669,9734,9924
NM_033624,14852,14427,12870,12946
NM_033626,34,39,114,74
NM_033629,774,683,497,435
NM_001184940,641,239,358,95
NM_001080139_8,0,0,0,0
NM_018208,203,288,243,240
NM_018209,4862,4856,2546,2831
NM_001145418,3763,3623,3473,3523
NM_018200,1664,1608,1717,1652
NM_001145415,16386,8062,15102,15439
NM_018202,11390,11237,10902,10809
NM_018203,0,0,0,0
NM_018204,6738,5217,3298,4198
NM_018205,368,449,412,301
NM_018206,43941,42985,39822,40962
NM_018207,991,949,975,931
NM_021903,3,2,0,1
NM_012329,2051,1979,1878,2158
NM_012328,1961,1797,1700,1802
NM_012325,30826,30744,28436,29083
NM_012324,1124,1041,865,886
NM_012327,28890,25584,28563,27688
NM_012326,717,748,810,783
NM_012321,11765,11077,9845,10348
NM_012320,744,725,622,651
NM_012323,0,0,126,0
NM_012322,3583,3694,2715,3026
NR_036241,6,5,5,5
NR_036240,0,0,0,0
NR_036243,0,0,0,0
NR_036242,0,0,0,0
NM_001190328,5,1,0,0
NM_001190329,3180,2847,2543,2667
NR_036247,0,1,0,0
NM_001195139,3490,2133,2816,3186
NR_036249,0,0,0,0
NR_036248,0,0,0,0
NM_001190326,2495,2522,2613,2611
NM_001195135,46,43,29,31
NM_001195132,2,2,7,3
NM_001195131,1585,1611,1615,1700
NM_005074,0,0,0,0
NM_005077,1330,1187,871,1819
NM_005076,232,214,207,205
NM_005071,0,0,0,0
NM_005070,0,429,0,91
NM_005073,3,4,9,10
NM_005072,476,425,379,451
NM_032390,7187,7234,7378,7636
NM_032391,12269,12324,13230,13552
NM_005079,12593,2599,11785,11635
NM_005078,5610,6205,5124,5200
NM_001476_2,888,635,721,860
NM_052967_8,0,0,0,0
NM_001139466,4672,7428,9547,6806
NM_001271675,1412,1218,1085,1097
NM_001162936,0,0,0,0
NM_174898,0,0,20,24
NM_174899,834,790,765,723
NM_001109878,0,0,0,0
NM_001109879,0,0,0,0
NM_001798,5171,5017,5243,5501
NM_001284267,194,261,246,159
NM_001277731,0,0,0,0
NM_174891,1495,1648,1655,1771
NM_001796,87,59,75,70
NM_001797,0,0,0,0
NM_174894,1169,1284,1120,1058
NM_001791,34363,34170,31745,32670
NM_174896,0,0,0,0
NM_001793,1399,1458,1373,1389
NM_033337,0,2,5,0
NM_001129731,342,306,75,345
NM_178460,0,0,0,0
NM_206854,0,1394,912,0
NM_206855,2308,1767,1738,1765
NM_206852,5,2,0,1
NM_206853,1785,1596,1112,1152
NM_025213,3,2,5,0
NM_001300722,362,16,0,0
NM_001300721,185,555,446,527
NM_004677,0,0,0,0
NM_001300727,0,0,0,0
NM_004671,11493,11184,10605,9888
NM_025215,677,512,208,169
NM_025214,0,0,0,0
NM_025219,33717,33212,30076,30781
NM_001300728,549,1014,306,372
NM_004678,0,0,0,0
NM_004679,186,167,125,112
NR_132772_2,10,11,5,13
NM_032445_2,14,16,13,13
NR_024040,0,49,0,4
NM_001278339,0,0,0,0
NM_207510,0,0,0,0
NM_016310,2374,2440,2023,1965
NM_016311,15645,14571,11573,12363
NM_016312,8453,8366,7837,8304
NM_001276469,220,207,194,223
NM_016315,1298,1586,1047,1202
NM_016316,3914,4001,3775,3639
NM_016318,1,0,0,0
NM_016319,3479,3445,3384,3347
NR_131906,0,0,0,0
NR_131907,813,769,695,801
NR_131900,13,17,14,11
NM_001276464,0,0,0,0
NR_131903,0,0,0,0
NM_015957,2561,2453,2545,2447
NM_015956,2030,2013,1250,1487
NM_015955,3018,2732,2673,2682
NM_015954,8460,7964,8095,8376
NM_015953,263,90,92,88
NM_015952,2882,2702,3368,3177
NM_015950,1390,1417,1154,1227
NM_001080509,220,188,183,218
NM_207511,24,52,44,44
NM_015959,9914,9588,8200,8729
NM_015958,3188,2541,2564,2973
NM_138450,0,6,0,0
NM_138451,464,396,350,381
NM_138452,16,12,15,9
NM_138453,0,0,0,0
NM_138454,0,0,0,0
NM_138455,6,13,0,0
NM_138456,31,48,35,39
NM_138457,549,928,472,562
NM_138458,852,832,825,896
NM_138459,6885,6576,6400,6567
NR_031563,0,0,0,0
NR_031565,5,3,5,6
NR_031564,0,0,0,0
NR_029508,1,1,1,1
NR_031566,9,12,5,6
NR_031569,0,0,0,0
NR_031568,0,0,0,0
NR_029504,0,1,0,0
NR_029505,0,0,0,0
NR_029502,1,2,0,0
NR_029503,0,0,0,0
NR_029500,1,2,1,2
NR_029501,1,0,0,0
NM_007327,260,102,65,106
NM_007326,10,8,34,7
NM_007325,48,53,47,55
NM_007324,6320,5251,4310,6005
NM_175609,0,0,0,0
NM_007322,1407,1580,432,463
NM_024164,0,0,0,0
NM_007320,1473,1511,1800,2312
NR_105008,0,0,0,0
NR_105009,0,0,0,0
NM_181674,0,0,0,0
NM_007328,0,0,0,0
NR_109777,0,12,9,11
NM_001308268,197,200,206,184
NM_001308269,4040,4188,2850,3957
NM_001308267,0,0,0,0
NM_001308264,3406,3024,2973,3610
NM_001308262,0,0,0,0
NR_075083,697,690,563,640
NR_075080,154,225,588,219
NM_080740,5,4,3,2
NM_080741,0,0,0,0
NM_178430,0,0,0,0
NM_001256690,96,15,50,34
NM_021907,3803,2,3865,7
NM_133456,212,50,93,67
NM_001256513_2,2193,2354,1757,1803
NM_001243081,0,0,0,0
NM_001080533,25456,24574,23027,23382
NM_001080532,273,334,238,248
NM_001080531,0,0,0,0
NM_030784,5871,5658,2624,2792
NM_001080537,39,44,28,33
NR_002604,742,728,703,750
NM_001080534,217,194,133,164
NM_030783,1471,1391,1122,1138
NM_001122961,185,147,140,142
NM_001080538,0,0,0,0
NM_001122965,0,0,0,0
NM_001122964,10991,10073,10204,11106
NR_034139,0,0,0,0
NR_034138,0,0,4,0
NM_001270710_7,0,0,4,5
NM_001270710_6,0,0,7,9
NM_001270710_3,0,0,6,8
NM_001270710_2,0,0,7,7
NR_034131,0,4,6,4
NR_034130,18,32,3,21
NR_034133,34,27,41,42
NR_034132,4,13,7,9
NR_034135,0,0,0,0
NR_034134,15,13,9,13
NR_034137,2443,2234,1947,2093
NR_034136,0,0,0,0
NM_001243042_7,0,0,0,0
NR_026709,0,0,0,0
NR_026708,0,0,0,0
NR_026705,90,66,70,63
NR_026704,33,33,33,33
NR_026707,0,0,0,0
NR_026706,0,0,0,0
NR_026701,80,178,12,0
NR_026700,244,169,164,243
NR_026703,9,12,4,10
NM_017730,3849,3570,3815,3980
NM_153289,0,0,0,0
NM_030789,6365,6203,4782,4967
NM_030788,0,0,0,0
NM_001007226,1987,2376,1737,1924
NM_001007227,2036,1836,1996,2140
NM_001007225,0,0,0,0
NM_001007228,9800,9328,12576,12012
NM_001007229,2074,2337,2247,2392
NR_034122,487,591,446,503
NM_002919,281,255,402,323
NM_002918,166,177,151,139
NR_034123,803,810,389,945
NM_002913,20540,17803,19312,20387
NM_002912,9066,9195,7656,11771
NM_002911,10358,13391,9945,10375
NM_002910,111,116,116,85
NM_002917,401,376,275,294
NM_014981,529,485,392,445
NM_002915,5104,5045,3783,3987
NM_002914,158,304,245,352
NM_152458,645,584,626,594
NM_152459,178,13,202,191
NR_034121,269,225,689,156
NM_147777,0,0,0,0
NM_152450,1669,1721,1638,1800
NM_152451,0,0,0,168
NM_152453,0,0,0,0
NM_152455,7714,7583,7666,7741
NM_152456,9,3,0,0
NM_152457,3295,3120,2977,3016
NM_001272062,40,180,187,18
NR_104063,0,0,0,0
NR_104062,0,0,0,0
NR_104061,0,0,0,0
NM_153285,0,0,0,0
NR_104066,0,0,0,0
NR_104065,0,36,0,0
NR_104064,120,110,150,161
NM_001123384,5122,3780,5491,3223
NM_001123385,4309,4896,3586,4630
NM_001123387,0,0,0,0
NM_001252392,8,6,10,0
NM_001252393,3429,3678,4247,1801
NM_001252390,43,52,13,0
NM_001252391,9,7,13,0
NM_001007232,0,0,0,0
NM_033032_2,0,0,0,0
NM_001204171,2380,2749,1827,3686
NM_001256674,26,21,22,0
NM_001256677,84,71,47,55
NM_001256676,483,350,95,292
NM_001204175,0,0,0,0
NM_001256670,2759,1236,2181,0
NM_152988,492,1092,212,968
NM_001256672,145,174,91,212
NM_001204178,0,0,0,0
NM_001256679,76,131,41,108
NM_001256678,8782,8804,7595,8089
NM_001267718,0,0,0,0
NM_001005202_2,0,0,0,0
NM_001127608,0,0,0,0
NM_001278650,0,0,0,0
NM_001127605,4469,4141,3908,1021
NM_001127603,717,652,905,633
NM_001286582_2,1052,1063,971,68
NR_126423_2,4,4,5,4
NM_001040647,1855,1135,2129,1946
NM_001040649,93,89,91,114
NM_001040648,338,333,336,426
NM_001004757,3,6,0,3
NM_001004756,3,4,0,0
NM_001004755,0,2,2,2
NM_001004754,3,2,1,0
NM_001004753,17,13,15,12
NM_001004752,35,51,22,43
NM_013449,14665,16112,11515,12373
NM_013448,11191,11188,11209,11530
NM_013447,56,39,46,0
NM_013446,18211,18007,17957,17975
NM_013445,0,0,3,0
NM_013444,5917,5898,6241,6223
NM_013443,1222,663,1065,1346
NM_013442,6003,5899,7649,5422
NM_001004759,9,13,6,2
NM_001004758,43,37,32,44
NM_001005480,0,0,1,1
NM_001005482,2,0,0,0
NM_001005483,0,4,0,0
NM_001005484,86,87,93,64
NM_001005486,0,0,0,0
NM_001005487,3,3,0,0
NM_001006665,3,3,6,15
NM_001005489,0,0,0,0
NM_001006666,367,353,329,321
NM_015135,35554,34848,31070,31711
NM_015134,20883,21383,19045,18486
NM_015137,17701,17079,16259,16862
NM_015136,49,56,35,54
NM_015131,20245,19933,20565,20936
NM_015130,28043,27564,26373,27303
NM_015133,3819,3889,3144,3215
NR_073023,0,0,0,0
NM_031369,2474,2747,2136,1988
NM_015139,21,40,28,22
NM_015138,17137,16893,17436,17841
NR_073021,87,92,64,77
NR_073026,843,9,763,559
NR_026716,0,1,0,0
NR_073024,120879,116867,111154,115403
NM_014823,8554,9548,9639,6800
NM_018698,16,18,0,0
NM_001166110,4974,5320,3916,3063
NM_001291381_2,0,0,0,2
NM_001289807,0,0,2,0
NM_020790_8,13,2,1,12
NR_026710,87,49,64,57
NM_020790_2,0,0,0,0
NM_020790_3,35,23,28,28
NM_020790_6,0,0,0,0
NM_020790_7,18,22,23,16
NM_001289808,103,92,74,98
NM_020790_5,30,23,24,26
NM_001166111,29,21,18,13
NR_106969,0,0,0,0
NM_001282786,0,0,0,0
NM_001282787,7344,6083,5554,6755
NM_001282780,0,0,0,0
NM_001282781,0,0,0,0
NM_001282782,524,481,599,606
NM_001282783,140,163,0,126
NR_106960,8,3,5,5
NR_106961,16,14,17,16
NR_106963,13,15,18,13
NM_001282788,0,0,0,0
NR_106965,0,1,1,1
NR_106967,2,5,7,0
NR_027760,0,0,0,0
NR_037180_8,0,0,0,0
NM_001198614,196,145,101,0
NM_001166116,0,0,0,0
NM_001291700_14,0,0,0,0
NM_021270,0,0,0,0
NR_027761,2,2,2,1
NR_119379,1,4,4,4
NR_119378,705,721,806,879
NR_119375,0,0,3,0
NR_119374,0,0,0,0
NR_119377,38,49,37,44
NR_119376,336,309,255,325
NM_003053,0,0,0,0
NR_119373,11,11,0,0
NR_026934,0,0,0,0
NM_003055,0,0,0,0
NR_111947_3,10,8,8,6
NM_001198616,7311,7015,7231,6877
NM_001166114,7449,7488,6504,6636
NM_001142684,2946,3128,2984,3111
NM_001142685,10350,13095,9553,9469
NR_024398,752,810,723,762
NR_024399,100,75,76,71
NM_001142683,442,350,245,344
NR_024394,8,15,8,14
NR_024396,152,145,99,113
NR_024397,360,329,338,322
NR_024391,138,120,107,111
NR_024393,3,0,0,0
NM_001281495,20,15,13,8
NM_001281494,2132,1365,2243,1669
NM_001281497,3304,3219,2591,2383
NM_001281496,751,922,593,732
NM_152631,0,0,0,0
NM_001286441,11,13,14,8
NM_001286440,44,19,75,5
NM_001286449,603,881,562,802
NM_001007234,120,113,79,85
NM_001001676,0,0,0,0
NM_001001674,0,0,0,0
NM_001001673,0,0,0,0
NM_001011515,106,137,77,64
NM_001001671,25,24,20,24
NM_001001670,0,0,0,0
NM_181443,5873,5348,4991,5007
NM_181442,3879,3409,1810,3611
NM_181441,107,48,103,97
NM_001144923,787,341,81,119
NM_181446,0,0,0,0
NM_006801,5875,5551,4986,5258
NM_006800,386,408,323,216
NM_181449,0,0,0,0
NM_006802,21938,21502,21658,22973
NM_006805,7279,7344,7156,7338
NM_006804,2162,2507,1597,2171
NM_006807,345,288,331,972
NM_006806,1021,996,900,937
NM_001102402,953,1043,978,711
NM_145320,7,10,0,15
NM_145321,20,22,10,0
NM_182936,0,0,0,0
NM_001278236,0,0,0,0
NM_182935,0,0,0,0
NR_028270,5,3,3,4
NM_001198611,116,266,144,217
NM_004539,92653,89977,84021,86348
NM_004538,1232,1166,934,984
NM_004537,73384,83397,53444,46906
NM_004536,5032,4590,4936,5143
NM_004535,902,956,963,892
NM_032414,0,0,0,0
NR_130168,0,0,46,0
NM_004532,0,0,0,0
NM_004531,207,206,291,201
NM_004530,4,0,0,0
NM_001292035,48,48,0,0
NM_198449,21327,20958,19840,20396
NM_198448,0,0,0,0
NM_198445,610,729,184,315
NM_198447,161,134,131,166
NM_198446,506,504,65,372
NM_198441,0,0,0,0
NM_198440,43,40,37,36
NM_198443,18,0,7,8
NR_033799_2,7,6,8,8
NR_033799_3,4360,4363,4229,4388
NM_024864_2,141,136,145,133
NR_033799_4,18,9,15,9
NR_033799_5,18,9,15,9
NM_198283,0,0,0,0
NM_032417,0,0,0,0
NM_032518,0,0,0,0
NM_001199240,11,18,9,0
NM_001131017,119,201,197,406
NM_001131016,2717,2554,2295,2054
NR_031601_6,3,2,2,2
NR_027768,50,39,41,36
NM_176884_2,0,1,2,2
NM_002900,0,0,0,0
NR_036104,0,0,0,0
NM_001291701,0,0,0,0
NR_031601_5,3,2,2,2
NM_032411,0,0,0,0
NR_031601_2,3,2,2,2
NM_025109_2,17,0,0,0
NR_031601_3,3,2,2,2
NR_026820,0,0,0,0
NM_001206855,0,0,0,0
NR_040662_3,44,29,34,42
NR_040662_2,129,111,120,128
NM_005272,517,519,419,466
NR_026822,16,19,27,25
NR_026823,3,6,5,6
NM_001287428,0,0,0,0
NM_001287429,14,0,24,4
NM_001287426,0,29,0,0
NM_005277,0,0,0,0
NM_001287424,280,278,303,280
NM_001287422,10,10,28,11
NM_005276,254,345,266,268
NM_001135703,1556,1914,1693,1548
NR_037918_3,523,486,525,567
NR_037918_2,172,152,198,200
NM_005275,896,895,836,861
NM_198387,0,0,0,0
NM_005274,2860,2772,2597,2740
NM_018216_2,1955,1888,1895,1972
NM_198384,0,0,0,0
NR_026828,0,0,0,0
NM_001135700,5346,5346,5454,6746
NM_032151,2110,2119,2218,2296
NM_198382,0,0,0,0
NM_005279,0,0,0,0
NM_198383,0,0,0,0
NM_032153,0,0,0,0
NM_001135705,0,162,148,0
NR_106969_6,0,1,1,1
NR_106969_7,0,0,1,0
NR_106969_4,0,1,1,1
NM_001135704,335,141,309,426
NR_106969_2,0,1,1,1
NR_106969_3,0,0,1,0
NM_198282,29,30,27,54
NM_019101_6,6,4,8,4
NM_019101_7,6,4,8,4
NM_019101_4,4,6,3,4
NM_019101_5,6,4,4,4
NM_019101_2,4,7,6,5
NM_019101_3,6,6,4,4
NM_001105574,0,0,0,0
NM_003311_2,61,49,53,56
NR_024560_3,11,5,8,7
NM_001136012,35,0,6,2
NM_001136010,0,0,0,0
NM_001136011,0,93,1,1
NM_001136016,311,41,767,29
NM_001136017,997,320,723,1021
