gene_id,0,3,4,6
"""ALDH1A3""",chr15,100879692,100916625,+
"""ALDH1B1""",chr9,38392664,38398665,+
"""ALDH1L1""",chr3,126103561,126181186,-
"""ALDH1L1-AS1""",chr3,126103640,126108069,+
"""ALDH1L1-AS2""",chr3,126180065,126210168,+
"""ALDH1L2""",chr12,105019784,105084563,-
"""ALDH2""",chr12,111766887,111809985,+
"""ALDH3A1""",chr17,19737985,19748433,-
"""ALDH3A2""",chr17,19648751,19677595,+
"""ALDH3B1""",chr11,68008547,68029282,+
"""ALDH3B2""",chr11,67662162,67681214,-
"""ALDH4A1""",chr1,18871430,18902799,-
"""ALDH5A1""",chr6,24494969,24537207,+
"""ALDH6A1""",chr14,74057665,74084493,-
"""ALDH7A1""",chr5,126541841,126595390,-
"""ALDH8A1""",chr6,134917390,134950122,-
"""ALDH9A1""",chr1,165662212,165698663,-
"""ALDOA""",chr16,30053090,30070420,+
"""ALDOB""",chr9,101420560,101435780,-
"""ALDOC""",chr17,28573115,28576933,-
"""ALG1""",chr16,5071809,5087379,+
"""ALG10""",chr12,34022281,34028301,+
"""ALG10B""",chr12,38316755,38329726,+
"""ALG11""",chr13,52012387,52029644,+
"""ALG12""",chr22,49903206,49918458,-
"""ALG13""",chrX,111681118,111760647,+
"""ALG14""",chr1,94982723,95072951,-
"""ALG1L""",chr3,125929275,125937044,-
"""ALG1L2""",chr3,130081831,130098390,+
"""ALG1L9P""",chr11,71794363,71813859,-
"""ALG2""",chr9,99216425,99221964,-
"""ALG3""",chr3,184242329,184249525,-
"""ALG5""",chr13,36949771,36999367,-
"""ALG6""",chr1,63367590,63438562,+
"""ALG8""",chr11,78100942,78139653,-
"""ALG9""",chr11,111782195,111871581,-
"""ALK""",chr2,29192774,29921611,-
"""ALKBH1""",chr14,77672406,77708013,-
"""ALKBH2""",chr12,109088188,109093488,-
"""ALKBH3""",chr11,43880807,43920275,+
"""ALKBH3-AS1""",chr11,43909290,43920944,-
"""ALKBH4""",chr7,102456220,102464874,-
"""ALKBH5""",chr17,18183553,18209953,+
"""ALKBH6""",chr19,36009116,36014243,-
"""ALKBH7""",chr19,6372433,6375250,+
"""ALKBH8""",chr11,107502727,107565735,-
"""ALLC""",chr2,3658196,3702670,+
"""ALMS1""",chr2,73385758,73609919,+
"""ALMS1-IT1""",chr2,73457103,73459477,+
"""ALMS1P""",chr2,73644919,73685567,+
"""ALOX12""",chr17,6996065,7010736,+
"""ALOX12-AS1""",chr17,6985123,7012334,-
"""ALOX12B""",chr17,8072636,8087703,-
"""ALOX12P2""",chr17,6853576,6900349,+
"""ALOX15""",chr17,4630919,4641665,-
"""ALOX15B""",chr17,8039040,8049133,+
"""ALOX15P1""",chr17,6657719,6661382,+
"""ALOX5""",chr10,215007,45446119,+
"""ALOX5AP""",chr13,30713478,30764428,+
"""ALOXE3""",chr17,8095900,8118916,-
"""ALPI""",chr2,232456112,232460745,+
"""ALPK1""",chr4,112297343,112442608,+
"""ALPK2""",chr18,58481250,58628957,-
"""ALPK3""",chr15,84816680,84873482,+
"""ALPL""",chr1,21509365,21578412,+
"""ALPP""",chr2,232378534,232382889,+
"""ALPPL2""",chr2,232406842,232410714,+
"""ALS2""",chr2,201700263,201781172,-
"""ALS2CL""",chr3,46668995,46693704,-
"""ALS2CR11""",chr2,201487421,201619182,-
"""ALS2CR12""",chr2,201288271,201357398,-
"""ALX1""",chr12,85280258,85301783,+
"""ALX3""",chr1,110060375,110070700,-
"""ALX4""",chr11,44260728,44310166,-
"""ALYREF""",chr17,81887835,81891586,-
"""AMACR""",chr5,33986986,34008115,-
"""AMBN""",chr4,70592258,70607287,+
"""AMBP""",chr9,114060128,114078472,-
"""AMBRA1""",chr11,46396412,46594069,-
"""AMD1""",chr6,110814621,110895712,+
"""AMDHD1""",chr12,95943293,95968592,+
"""AMDHD2""",chr16,2520362,2530954,+
"""AMELX""",chrX,11293413,11300761,+
"""AMELY""",chrY,6865918,6874027,-
"""AMER1""",chrX,64185117,64205744,-
"""AMER2""",chr13,25161679,25172283,-
"""AMER3""",chr2,130755504,130768134,+
"""AMFR""",chr16,56361452,56425538,-
"""AMH""",chr19,2249114,2252073,+
"""AMHR2""",chr12,53423855,53431534,+
"""AMICA1""",chr11,118193727,118225094,-
"""AMIGO1""",chr1,109506824,109509714,-
"""AMIGO2""",chr12,47075707,47079951,-
"""AMIGO3""",chr3,49716834,49719805,-
"""AMMECR1""",chrX,110194186,110440233,-
"""AMMECR1L""",chr2,127861631,127885940,-
"""AMN""",chr14,102922656,102930842,+
"""AMN1""",chr12,31671137,31729174,-
"""AMOT""",chrX,112774877,112840815,-
"""AMOTL1""",chr11,94768342,94876753,+
"""AMOTL2""",chr3,134355345,134375417,-
"""AMPD1""",chr1,114673099,114695618,-
"""AMPD2""",chr1,109619813,109632055,+
"""AMPD3""",chr11,10450321,10507579,+
"""AMPH""",chr7,38383696,38631567,-
"""AMT""",chr3,49416778,49422678,-
"""AMTN""",chr4,70518572,70532743,+
"""AMY1A""",chr1,103655519,103758689,+
"""AMY1B""",chr1,103655703,103758688,+
"""AMY1C""",chr1,103655681,103758688,+
"""AMY2A""",chr1,103617332,103625780,+
"""AMY2B""",chr1,103554644,103579534,+
"""AMZ1""",chr7,2679522,2715436,+
"""AMZ2""",chr17,68248004,68257164,+
"""AMZ2P1""",chr17,64966550,64975585,-
"""ANAPC1""",chr2,111767637,111884164,-
"""ANAPC10""",chr4,144994575,145098541,-
"""ANAPC11""",chr17,81890790,81900533,+
"""ANAPC13""",chr3,134477704,134486023,-
"""ANAPC15""",chr11,72109587,72112776,-
"""ANAPC16""",chr10,72216000,72235860,+
"""ANAPC1P1""",chr2,86861825,86895042,+
"""ANAPC2""",chr9,137174784,137188605,-
"""ANAPC4""",chr4,25377226,25418498,+
"""ANAPC5""",chr12,121308245,121354209,-
"""ANAPC7""",chr12,110372900,110403730,-
"""ANG""",chr14,20684177,20694186,+
"""ANGEL1""",chr14,76787243,76812940,-
"""ANGEL2""",chr1,212992182,213015875,-
"""ANGPT1""",chr8,107249482,107498055,-
"""ANGPT2""",chr8,6499651,6563263,-
"""ANGPT4""",chr20,872654,916317,-
"""ANGPTL1""",chr1,178849535,178871080,-
"""ANGPTL2""",chr9,127087349,127122765,-
"""ANGPTL3""",chr1,62597487,62606305,+
"""ANGPTL4""",chr19,8364127,8374375,+
"""ANGPTL5""",chr11,101890674,101916522,-
"""ANGPTL6""",chr19,10092337,10102749,-
"""ANGPTL7""",chr1,11189289,11195981,+
"""ANHX""",chr12,133218312,133235836,-
"""ANK1""",chr8,41653225,41896762,-
"""ANK2""",chr4,112818083,113383740,+
"""ANK3""",chr10,60026298,60733526,-
"""ANKAR""",chr2,189675985,189746650,+
"""ANKDD1A""",chr15,64911902,64958699,+
"""ANKDD1B""",chr5,75611476,75671846,+
"""ANKEF1""",chr20,10034999,10056762,+
"""ANKFN1""",chr17,56153475,56482646,+
"""ANKFY1""",chr17,4163371,4263979,-
"""ANKH""",chr5,14704800,14871778,-
"""ANKHD1""",chr5,140401814,140539856,+
"""ANKHD1-EIF4EBP3""",chr5,140401814,140549578,+
"""ANKIB1""",chr7,92246234,92401384,+
"""ANKK1""",chr11,113387791,113400418,+
"""ANKLE1""",chr19,17281645,17287646,+
"""ANKLE2""",chr12,132725667,132761888,-
"""ANKMY1""",chr2,240479422,240561110,-
"""ANKMY2""",chr7,16599776,16645817,-
"""ANKRA2""",chr5,73552200,73565686,-
"""ANKRD1""",chr10,90912100,90921275,-
"""ANKRD10""",chr13,110878540,110915107,-
"""ANKRD11""",chr16,89267621,89490561,-
"""ANKRD12""",chr18,9136753,9285985,+
"""ANKRD13A""",chr12,109999430,110039430,+
"""ANKRD13B""",chr17,29593509,29614761,+
"""ANKRD13C""",chr1,70259002,70354734,-
"""ANKRD13D""",chr11,67289291,67302484,+
"""ANKRD16""",chr10,5861726,5889897,-
"""ANKRD17""",chr4,73074785,73258785,-
"""ANKRD18A""",chr9,38571364,38620363,-
"""ANKRD18B""",chr9,33524413,33573003,+
"""ANKRD18DP""",chr3,151282,198080671,-
"""ANKRD19P""",chr9,92809611,92838457,+
"""ANKRD2""",chr10,97572441,97583886,+
"""ANKRD20A1""",chr9,66109847,67902394,+
"""ANKRD20A11P""",chr21,13943776,13980444,-
"""ANKRD20A12P""",chr4_GL000008v2_random,161987,178171,-
"""ANKRD20A19P""",chr13,23907284,23949315,-
"""ANKRD20A2""",chr9,40223285,66152966,+
"""ANKRD20A3""",chr9,40223319,67902847,+
"""ANKRD20A4""",chr9,64369563,64412691,+
"""ANKRD20A5P""",chr18,14179097,14227050,+
"""ANKRD20A8P""",chr2,94760928,94857075,-
"""ANKRD20A9P""",chr13,136053,18871969,-
"""ANKRD22""",chr10,88819902,88851975,-
"""ANKRD23""",chr2,96837914,96844021,-
"""ANKRD24""",chr19,4183354,4224814,+
"""ANKRD26""",chr10,27004116,27100498,-
"""ANKRD26P1""",chr16,46469337,46569097,-
"""ANKRD26P3""",chr13,19262800,19344973,-
"""ANKRD27""",chr19,32597001,32675196,-
"""ANKRD28""",chr3,15667236,15859546,-
"""ANKRD29""",chr18,23598926,23662885,-
"""ANKRD30A""",chr10,37125857,37232567,+
"""ANKRD30B""",chr18,14748240,14852738,+
"""ANKRD30BL""",chr2,132147591,132257969,-
"""ANKRD30BP2""",chr21,13038166,13118250,+
"""ANKRD30BP3""",chr10,45154662,45186041,+
"""ANKRD31""",chr5,75068297,75236878,-
"""ANKRD33""",chr12,51888009,51891721,+
"""ANKRD33B""",chr5,10564323,10657816,+
"""ANKRD34A""",chr1,145959441,145964582,-
"""ANKRD34B""",chr5,80556755,80570485,-
"""ANKRD34C""",chr15,79282804,79298239,+
"""ANKRD34C-AS1""",chr15,79191707,79283945,-
"""ANKRD35""",chr1,145866560,145885866,-
"""ANKRD36""",chr2,97113496,97264520,+
"""ANKRD36B""",chr2,97504798,97589965,-
"""ANKRD36BP1""",chr1,168245581,168247430,-
"""ANKRD36BP2""",chr2,88765902,88806595,+
"""ANKRD36C""",chr2,95849548,95992320,-
"""ANKRD37""",chr4,185396686,185400236,+
"""ANKRD39""",chr2,96847987,96858019,-
"""ANKRD40""",chr17,50693190,50707909,-
"""ANKRD42""",chr11,83193739,83256099,+
"""ANKRD44""",chr2,196986662,197310797,-
"""ANKRD44-IT1""",chr2,197250858,197302519,-
"""ANKRD45""",chr1,173608336,173669862,-
"""ANKRD46""",chr8,100509752,100559786,-
"""ANKRD49""",chr11,94493987,94499578,+
"""ANKRD50""",chr4,124664049,124712732,-
"""ANKRD52""",chr12,56237807,56258359,-
"""ANKRD53""",chr2,70978445,70985499,+
"""ANKRD54""",chr22,37830855,37844346,-
"""ANKRD55""",chr5,56099680,56233359,-
"""ANKRD6""",chr6,89433178,89633834,+
"""ANKRD60""",chr20,58216126,58228653,-
"""ANKRD61""",chr7,6031376,6036552,+
"""ANKRD62""",chr18,12093849,12129749,+
"""ANKRD62P1-PARP4P3""",chr22,16653709,16675540,-
"""ANKRD63""",chr15,40281444,40282586,-
"""ANKRD65""",chr1,1418420,1421444,-
"""ANKRD66""",chr6,46746917,46759217,+
"""ANKRD7""",chr7,118224658,118242730,+
"""ANKRD9""",chr14,102506861,102509791,-
"""ANKS1A""",chr6,34889261,35091413,+
"""ANKS1B""",chr12,98734791,99984654,-
"""ANKS3""",chr16,4696510,4734377,-
"""ANKS4B""",chr16,21233695,21252429,+
"""ANKS6""",chr9,98732009,98796542,-
"""ANKUB1""",chr3,149761439,149792823,-
"""ANKZF1""",chr2,219229757,219236669,+
"""ANLN""",chr7,36389803,36453791,+
"""ANO1""",chr11,70078302,70189546,+
"""ANO1-AS2""",chr11,70072434,70075348,-
"""ANO10""",chr3,43366326,43622068,-
"""ANO2""",chr12,5562651,5946232,-
"""ANO3""",chr11,26189123,26663289,+
"""ANO4""",chr12,135832,101128641,+
"""ANO5""",chr11,22193176,22283367,+
"""ANO6""",chr12,45215987,45440404,+
"""ANO7""",chr2,241188509,241225376,+
"""ANO8""",chr19,17323223,17334829,-
"""ANO9""",chr11,417930,442011,-
"""ANOS1""",chrX,8528874,8732186,-
"""ANP32A""",chr15,68778536,68820922,-
"""ANP32A-IT1""",chr15,68803821,68807101,-
"""ANP32AP1""",chr15,35237326,35238063,+
"""ANP32B""",chr9,97983207,98015942,+
"""ANP32C""",chr4,164197007,164197711,-
"""ANP32D""",chr12,48472665,48473060,+
"""ANP32E""",chr1,150218417,150236156,-
"""ANPEP""",chr15,89784895,89814840,-
"""ANTXR1""",chr2,69013144,69249327,+
"""ANTXR2""",chr4,79901617,80073472,-
"""ANTXRL""",chr10,46286997,46330207,+
"""ANTXRLP1""",chr10,46219025,46269608,-
"""ANXA1""",chr9,73151731,73170394,+
"""ANXA10""",chr4,168092537,168187742,+
"""ANXA11""",chr10,80155124,80205677,-
"""ANXA13""",chr8,123680794,123737407,-
"""ANXA2""",chr15,60347151,60397986,-
"""ANXA2P1""",chr4,153307469,153308811,-
"""ANXA2P2""",chr9,33624225,33625534,+
"""ANXA2P3""",chr10,64825528,64826877,+
"""ANXA2R""",chr5,43039080,43040345,-
"""ANXA3""",chr4,78551588,78610451,+
"""ANXA4""",chr2,69741995,69826464,+
"""ANXA5""",chr4,121667997,121696992,-
"""ANXA6""",chr5,151100706,151157882,-
"""ANXA7""",chr10,73375431,73414083,-
"""ANXA8""",chr10,47467994,47484158,-
"""ANXA8L1""",chr10,46375590,46391783,+
"""ANXA9""",chr1,150982023,150995638,+
"""AOAH""",chr7,36512941,36724549,-
"""AOAH-IT1""",chr7,36597834,36600120,-
"""AOC1""",chr7,150852477,150861291,+
"""AOC2""",chr17,42844592,42850711,+
"""AOC3""",chr17,42851184,42858131,+
"""AOC4P""",chr17,42867145,42869217,+
"""AOX1""",chr2,200586008,200671494,+
"""AOX2P""",chr2,200695723,200794218,+
"""AP1AR""",chr4,112231739,112270056,+
"""AP1B1""",chr22,29327680,29388583,-
"""AP1B1P1""",chr22,32121977,32133469,+
"""AP1G1""",chr16,71729002,71809073,-
"""AP1G2""",chr14,23559563,23567836,-
"""AP1M1""",chr19,16197854,16235345,+
"""AP1M2""",chr19,10572671,10587315,-
"""AP1S1""",chr7,101154405,101161276,+
"""AP1S2""",chrX,15825806,15855014,-
"""AP1S3""",chr2,223755330,223837602,-
"""AP2A1""",chr19,49766923,49807112,+
"""AP2A2""",chr11,22180,1012245,+
"""AP2B1""",chr17,35587263,35726417,+
"""AP2M1""",chr3,184174846,184184091,+
"""AP2S1""",chr19,46838158,46850995,-
"""AP3B1""",chr5,78002326,78294755,-
"""AP3B2""",chr15,82659281,82709908,-
"""AP3D1""",chr19,2100988,2151557,-
"""AP3M1""",chr10,74120257,74151068,-
"""AP3M2""",chr8,42152946,42171183,+
"""AP3S1""",chr5,115841922,115914081,+
"""AP3S2""",chr15,89830599,89894385,-
"""AP4B1""",chr1,113894195,113905124,-
"""AP4B1-AS1""",chr1,113812612,113901237,+
"""AP4E1""",chr15,50908672,51005900,+
"""AP4M1""",chr7,100101507,100107180,+
"""AP4S1""",chr14,31025106,31096450,+
"""AP5B1""",chr11,65773898,65780591,-
"""AP5M1""",chr14,57268888,57290079,+
"""AP5S1""",chr20,3820524,3825307,+
"""AP5Z1""",chr7,4775631,4794395,+
"""APAF1""",chr12,98645300,98735433,+
"""APBA1""",chr9,977,69672359,-
"""APBA2""",chr15,1196592,29118313,+
"""APBA3""",chr19,3750773,3761675,-
"""APBB1""",chr11,6395124,6419472,-
"""APBB1IP""",chr10,26438337,26567803,+
"""APBB2""",chr4,40810027,41214618,-
"""APBB3""",chr5,140558268,140564604,-
"""APC""",chr5,112707505,112846239,+
"""APC2""",chr19,1450149,1473244,+
"""APCDD1""",chr18,10454628,10488701,+
"""APCDD1L""",chr20,58459101,58514938,-
"""APCDD1L-AS1""",chr20,58515379,58619892,+
"""APCS""",chr1,159587826,159588871,+
"""APEH""",chr3,49674002,49683501,+
"""APELA""",chr4,164876988,164897527,+
"""APEX1""",chr14,20455131,20457772,+
"""APEX2""",chrX,55000323,55007873,+
"""APH1A""",chr1,150265399,150269209,-
"""APH1B""",chr15,63277550,63309126,+
"""API5""",chr11,43311955,43344530,+
"""APIP""",chr11,34882296,34916411,-
"""APITD1""",chr1,10430102,10442815,+
"""APITD1-CORT""",chr1,10430102,10452003,+
"""APLF""",chr2,68467559,68580162,+
"""APLN""",chrX,129645259,129654956,-
"""APLNR""",chr11,57233578,57237453,-
"""APLP1""",chr19,35868499,35879797,+
"""APLP2""",chr11,130069821,130144811,+
"""APMAP""",chr20,24962944,24992789,-
"""APOA1""",chr11,116835753,116837622,-
"""APOA1-AS""",chr11,116836117,116855729,+
"""APOA1BP""",chr1,156591766,156594299,+
"""APOA2""",chr1,161222293,161223628,-
"""APOA4""",chr11,116820702,116823295,-
"""APOA5""",chr11,116789370,116792420,-
"""APOB""",chr2,21001429,21044073,-
"""APOBEC1""",chr12,7649400,7670599,-
"""APOBEC2""",chr6,41053201,41064891,+
"""APOBEC3A""",chr22,38957522,38963183,+
"""APOBEC3A_B""",chr22,73230,38992778,+
"""APOBEC3B""",chr22,38982399,38992779,+
"""APOBEC3B-AS1""",chr22,77318,38998220,-
"""APOBEC3C""",chr22,39014260,39018820,+
"""APOBEC3D""",chr22,39021113,39033251,+
"""APOBEC3F""",chr22,39040668,39055970,+
"""APOBEC3G""",chr22,39077005,39087743,+
"""APOBEC3H""",chr22,39097224,39104067,+
"""APOBEC4""",chr1,183646276,183653313,-
"""APOBR""",chr16,28494649,28498970,+
"""APOC1""",chr19,44914664,44919349,+
"""APOC1P1""",chr19,44926803,44931386,+
"""APOC2""",chr19,44945982,44949566,+
"""APOC3""",chr11,116829908,116833071,+
"""APOC4""",chr19,44942238,44945496,+
"""APOC4-APOC2""",chr19,44942238,44949565,+
"""APOD""",chr3,195568702,195584205,-
"""APOE""",chr19,44905749,44909395,+
"""APOF""",chr12,56360571,56362799,-
"""APOH""",chr17,66212029,66229438,-
"""APOL1""",chr22,36253071,36267531,+
"""APOL2""",chr22,36226209,36239954,-
"""APOL3""",chr22,36140323,36166177,-
"""APOL4""",chr22,36189128,36204833,-
"""APOL5""",chr22,32639,35729482,+
"""APOL6""",chr22,35648377,35668409,+
"""APOLD1""",chr12,12725917,12791465,+
"""APOM""",chr6,2900181,31658210,+
"""APOO""",chrX,23833348,23907940,-
"""APOOL""",chrX,85003892,85093317,+
"""APOOP5""",chr16,59754141,59755191,-
"""APOPT1""",chr14,103562957,103592173,+
"""APP""",chr21,25880550,26171128,-
"""APPBP2""",chr17,60443149,60526240,-
"""APPL1""",chr3,57227737,57273470,+
"""APPL2""",chr12,105173297,105236230,-
"""APRT""",chr16,88809469,88811934,-
"""APTR""",chr7,77683851,77697345,-
"""APTX""",chr9,32972606,33001641,-
"""AQP1""",chr7,30911800,30925516,+
"""AQP10""",chr1,154321116,154325325,+
"""AQP11""",chr11,77589635,77610356,+
"""AQP12A""",chr2,240691845,240698483,+
"""AQP12B""",chr2,240676418,240682900,-
"""AQP2""",chr12,49950741,49958881,+
"""AQP3""",chr9,33441154,33447633,-
"""AQP4""",chr18,26852044,26865752,-
"""AQP4-AS1""",chr18,26865308,26935946,+
"""AQP5""",chr12,49961496,49965682,+
"""AQP6""",chr12,49972837,49977139,+
"""AQP7""",chr9,33384950,33402519,-
"""AQP7P1""",chr9,63315243,63334520,-
"""AQP7P3""",chr9,40463758,65912559,-
"""AQP8""",chr16,25216964,25228932,+
"""AQP9""",chr15,58138209,58185911,+
"""AQR""",chr15,34856351,34969794,-
"""AR""",chrX,67544032,67730619,+
"""ARAF""",chrX,47561100,47571921,+
"""ARAP1""",chr11,72685069,72752389,-
"""ARAP2""",chr4,36065998,36244357,-
"""ARAP3""",chr5,141653401,141682233,-
"""ARC""",chr8,142611044,142614472,-
"""ARCN1""",chr11,118572387,118603032,+
"""AREG""",chr4,74445098,74455009,+
"""AREL1""",chr14,74661252,74713104,-
"""ARF1""",chr1,228082660,228099212,+
"""ARF3""",chr12,48936209,48957469,-
"""ARF4""",chr3,57571363,57597488,-
"""ARF4-AS1""",chr3,57597789,57600915,+
"""ARF5""",chr7,127588352,127591705,+
"""ARF6""",chr14,49893018,49897054,+
"""ARFGAP1""",chr20,63272785,63289790,+
"""ARFGAP2""",chr11,47164298,47177125,-
"""ARFGAP3""",chr22,42796526,42857402,-
"""ARFGEF1""",chr8,67197649,67343677,-
"""ARFGEF2""",chr20,48921738,49036693,+
"""ARFGEF3""",chr6,138161916,138344663,+
"""ARFIP1""",chr4,152779937,152911911,+
"""ARFIP2""",chr11,6474683,6481479,-
"""ARFRP1""",chr20,63698642,63708013,-
"""ARG1""",chr6,131573204,131584332,+
"""ARG2""",chr14,67619862,67651719,+
"""ARGFX""",chr3,121567931,121590622,+
"""ARGFXP2""",chr17,32150368,32151571,-
"""ARGLU1""",chr13,106543314,106568166,-
"""ARHGAP1""",chr11,46677075,46700665,-
"""ARHGAP10""",chr4,147732302,148072776,+
"""ARHGAP11A""",chr15,4829724,32639949,+
"""ARHGAP11B""",chr15,2911623,32628789,+
"""ARHGAP12""",chr10,31805398,31928876,-
"""ARHGAP15""",chr2,143129330,143768352,+
"""ARHGAP17""",chr16,24919384,25015378,-
"""ARHGAP18""",chr6,129577095,129710225,-
"""ARHGAP19""",chr10,97222173,97292673,-
"""ARHGAP19-SLIT1""",chr10,97153042,97292673,-
"""ARHGAP20""",chr11,110577035,110713189,-
"""ARHGAP21""",chr10,24583609,24723668,-
"""ARHGAP22""",chr10,48446025,48656265,-
"""ARHGAP23""",chr17,2463786,38512392,+
"""ARHGAP24""",chr4,85475131,86002670,+
"""ARHGAP25""",chr2,68734781,68826825,+
"""ARHGAP26""",chr5,142770727,143229007,+
"""ARHGAP26-AS1""",chr5,142859605,142868910,-
"""ARHGAP26-IT1""",chr5,143192500,143194166,+
"""ARHGAP27""",chr17,84405,45432916,-
"""ARHGAP28""",chr18,6834433,6915713,+
"""ARHGAP29""",chr1,94168907,94237751,-
"""ARHGAP30""",chr1,161046942,161069970,-
"""ARHGAP31""",chr3,119294373,119419476,+
"""ARHGAP31-AS1""",chr3,119314293,119322760,-
"""ARHGAP32""",chr11,128965060,129192198,-
"""ARHGAP33""",chr19,35775515,35788822,+
"""ARHGAP35""",chr19,46918676,47005076,+
"""ARHGAP36""",chrX,131058242,131089885,+
"""ARHGAP39""",chr8,144529179,144685812,-
"""ARHGAP4""",chrX,153907376,153926260,-
"""ARHGAP40""",chr20,38601934,38650652,+
"""ARHGAP42""",chr11,100687676,100990925,+
"""ARHGAP44""",chr17,12789512,12991643,+
"""ARHGAP5""",chr14,32077289,32159728,+
"""ARHGAP5-AS1""",chr14,32075419,32076699,-
"""ARHGAP6""",chrX,11137543,11665701,-
"""ARHGAP8""",chr22,44752558,44862784,+
"""ARHGAP9""",chr12,57472255,57479850,-
"""ARHGDIA""",chr17,81867719,81871406,-
"""ARHGDIB""",chr12,14942016,14961628,-
"""ARHGDIG""",chr16,280606,283003,+
"""ARHGEF1""",chr19,41883200,41907452,+
"""ARHGEF10""",chr8,7352,1958641,+
"""ARHGEF10L""",chr1,17539835,17697875,+
"""ARHGEF11""",chr1,156934840,157045370,-
"""ARHGEF12""",chr11,120336909,120489936,+
"""ARHGEF15""",chr17,8310238,8322516,+
"""ARHGEF16""",chr1,3454583,3481113,+
"""ARHGEF17""",chr11,73308618,73369380,+
"""ARHGEF18""",chr19,7395113,7472485,+
"""ARHGEF19""",chr1,16198104,16212609,-
"""ARHGEF2""",chr1,155946839,155978545,-
"""ARHGEF25""",chr12,57610180,57617245,+
"""ARHGEF26""",chr3,24216,154257827,+
"""ARHGEF26-AS1""",chr3,154024401,154121210,-
"""ARHGEF28""",chr5,73626158,73941993,+
"""ARHGEF3""",chr3,56727418,57079308,-
"""ARHGEF3-AS1""",chr3,56940040,56960852,+
"""ARHGEF33""",chr2,38919363,38975449,+
"""ARHGEF34P""",chr7,144258996,144286003,-
"""ARHGEF35""",chr7,144186083,144195698,-
"""ARHGEF37""",chr5,149581572,149634964,+
"""ARHGEF38""",chr4,105552620,105680913,+
"""ARHGEF38-IT1""",chr4,105561591,105570235,+
"""ARHGEF39""",chr9,35659344,35665281,-
"""ARHGEF4""",chr2,130916651,131047253,+
"""ARHGEF40""",chr14,21070260,21090247,+
"""ARHGEF5""",chr7,144355396,144380632,+
"""ARHGEF6""",chrX,136665551,136781344,-
"""ARHGEF7""",chr13,111115277,111305734,+
"""ARHGEF7-AS1""",chr13,111144305,111148565,-
"""ARHGEF7-AS2""",chr13,111113812,111115678,-
"""ARHGEF9""",chrX,63634968,63785546,-
"""ARHGEF9-IT1""",chrX,63670196,63671502,-
"""ARID1A""",chr1,26696031,26782110,+
"""ARID1B""",chr6,156777930,157210779,+
"""ARID2""",chr12,45729837,45908036,+
"""ARID3A""",chr19,926037,972803,+
"""ARID3B""",chr15,74541177,74598131,+
"""ARID3C""",chr9,34621458,34628014,-
"""ARID4A""",chr14,58298504,58373733,+
"""ARID4B""",chr1,235166895,235328217,-
"""ARID5A""",chr2,96536727,96552634,+
"""ARID5B""",chr10,61901254,62096948,+
"""ARIH1""",chr15,72474326,72586555,+
"""ARIH2""",chr3,48918848,48985538,+
"""ARIH2OS""",chr3,48917788,48919385,-
"""ARL1""",chr12,101393120,101407820,-
"""ARL10""",chr5,176365499,176373500,+
"""ARL11""",chr13,49628299,49633872,+
"""ARL13A""",chrX,100969708,100990831,+
"""ARL13B""",chr3,93980139,94055678,+
"""ARL14""",chr3,160677160,160678447,+
"""ARL14EP""",chr11,30323099,30338223,+
"""ARL14EPL""",chr5,116051466,116059130,+
"""ARL15""",chr5,53884784,54310573,-
"""ARL16""",chr17,81681194,81683924,-
"""ARL17A""",chr17,389590,46579722,-
"""ARL17B""",chr17,389619,46579693,-
"""ARL2""",chr11,65014113,65022185,+
"""ARL2-SNX15""",chr11,65014113,65040572,+
"""ARL2BP""",chr16,57245126,57253633,+
"""ARL3""",chr10,102673727,102714433,-
"""ARL4A""",chr7,12686827,12690933,+
"""ARL4C""",chr2,234493041,234497053,-
"""ARL4D""",chr17,43398985,43401136,+
"""ARL5A""",chr2,151800966,151828495,-
"""ARL5B""",chr10,18659384,18678011,+
"""ARL5C""",chr17,39156894,39166161,-
"""ARL6""",chr3,97764521,97801242,+
"""ARL6IP1""",chr16,18791667,18801678,-
"""ARL6IP4""",chr12,122980060,122982913,+
"""ARL6IP5""",chr3,69084939,69106088,+
